GLA area 2021,,,,,,,,,,,,,,
_Collision Id,Borough Name,Borough Number,Easting,Northing,_Casualty Id,_Casualty Class,Casualty Gender,Casualty Age (5 Year Bands),Casualty Age,_Casualty Count,_Casualty Severity,Pedestrian Location,Pedestrian Movement,Casualty Mode of Travel
1210287774,Newham,17,542493,183773,1,Pedestrian,Female,40-44,41,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian
1210287775,Lambeth,9,530999,176266,1,Driver/Rider,Unknown,30-34,32,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210287777,Brent,28,518277,187014,1,Driver/Rider,Male,20-24,22,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210287778,Camden,2,525313,183766,1,Driver/Rider,Male,20-24,21,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210287778,Camden,2,525313,183766,2,Driver/Rider,Male,55-59,56,1,Serious,Not Applicable,Not Applicable,Pedal Cycle
1210287785,Barking & Dagenham,16,549089,183824,1,Pedestrian,Female,45-49,47,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian
1210287791,Tower Hamlets,5,534750,181824,1,Pedestrian,Female,25-29,28,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian
1210287793,Islington,3,531132,186252,1,Driver/Rider,Male,55-59,56,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210287796,Croydon,20,531946,164299,1,Driver/Rider,Male,50-54,52,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210287797,Bexley,18,549689,175101,1,Driver/Rider,Male,50-54,52,1,Serious,Not Applicable,Not Applicable,Powered 2 Wheeler
1210287799,Brent,28,522290,182953,1,Driver/Rider,Male,45-49,47,1,Slight,Not Applicable,Not Applicable,Goods Vehicle
1210287803,Enfield,32,536235,197126,1,Driver/Rider,Male,55-59,57,1,Slight,Not Applicable,Not Applicable,Car
1210287809,Barnet,30,527276,189516,1,Driver/Rider,Male,25-29,29,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210287818,Hammersmith & Fulham,11,523044,180042,1,Driver/Rider,Male,25-29,25,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210287823,Barnet,30,524421,188903,1,Pedestrian,Male,50-54,51,1,Slight,In Road - Not Crossing,Unknown Or Other,Pedestrian
1210287824,Merton,22,527758,168895,1,Driver/Rider,Female,35-39,37,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210287831,Merton,22,522987,169418,1,Driver/Rider,Male,30-34,32,1,Serious,Not Applicable,Not Applicable,Powered 2 Wheeler
1210287832,Brent,28,523018,182742,1,Driver/Rider,Male,20-24,20,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210287833,Greenwich,6,537961,176760,1,Driver/Rider,Male,15-19,19,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210287836,Wandsworth,10,527528,171410,1,Driver/Rider,Male,30-34,32,1,Serious,Not Applicable,Not Applicable,Powered 2 Wheeler
1210287837,Lewisham,7,538124,175475,1,Driver/Rider,Unknown,Unknown,,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210287838,Hillingdon,26,510395,190612,1,Driver/Rider,Male,35-39,35,1,Serious,Not Applicable,Not Applicable,Pedal Cycle
1210287840,Sutton,21,529046,163184,1,Driver/Rider,Female,25-29,26,1,Slight,Not Applicable,Not Applicable,Car
1210287841,Havering,15,558230,188376,1,Driver/Rider,Male,45-49,46,1,Slight,Not Applicable,Not Applicable,Goods Vehicle
1210287841,Havering,15,558230,188376,2,Passenger,Male,25-29,28,1,Slight,Not Applicable,Not Applicable,Goods Vehicle
1210287843,Barking & Dagenham,16,548429,183413,1,Driver/Rider,Female,50-54,51,1,Slight,Not Applicable,Not Applicable,Car
1210287843,Barking & Dagenham,16,548429,183413,2,Passenger,Female,Unknown,,1,Slight,Not Applicable,Not Applicable,Car
1210287847,Enfield,32,529880,194222,1,Driver/Rider,Male,15-19,19,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210287851,Hounslow,25,512133,176137,1,Driver/Rider,Male,Oct-14,13,1,Slight,Not Applicable,Not Applicable,Other Vehicle
1210287855,Barnet,30,524320,186764,1,Driver/Rider,Male,45-49,45,1,Serious,Not Applicable,Not Applicable,Powered 2 Wheeler
1210287856,Lewisham,7,535785,177558,1,Driver/Rider,Male,35-39,38,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210287857,Bexley,18,546904,174550,1,Driver/Rider,Male,25-29,28,1,Slight,Not Applicable,Not Applicable,Car
1210287859,Greenwich,6,544714,175192,1,Driver/Rider,Male,20-24,20,1,Slight,Not Applicable,Not Applicable,Car
1210287860,Southwark,8,535154,175992,1,Pedestrian,Female,65-69,66,1,Serious,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian
1210287861,Tower Hamlets,5,536515,182557,1,Driver/Rider,Male,35-39,37,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210287867,Redbridge,14,543919,188036,1,Driver/Rider,Female,75-79,75,1,Serious,Not Applicable,Not Applicable,Car
1210287872,Waltham Forest,13,537459,191430,1,Driver/Rider,Male,25-29,26,1,Slight,Not Applicable,Not Applicable,Car
1210287873,Merton,22,523912,169954,1,Driver/Rider,Male,35-39,38,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210287876,Enfield,32,534343,197477,1,Driver/Rider,Male,45-49,49,1,Serious,Not Applicable,Not Applicable,Powered 2 Wheeler
1210287877,Hounslow,25,513003,174690,1,Driver/Rider,Female,70-74,73,1,Slight,Not Applicable,Not Applicable,Car
1210287880,Westminster,1,525826,183389,1,Driver/Rider,Male,35-39,36,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210287882,Croydon,20,531093,164687,1,Driver/Rider,Male,40-44,43,1,Slight,Not Applicable,Not Applicable,Car
1210287884,Wandsworth,10,527850,175558,1,Pedestrian,Female,30-34,33,1,Serious,Crossing Road Within 50m Xing,From Drivers N/Side,Pedestrian
1210287891,Lambeth,9,532464,175170,1,Driver/Rider,Female,30-34,30,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210287897,Bromley,19,535645,170078,1,Driver/Rider,Male,35-39,39,1,Slight,Not Applicable,Not Applicable,Car
1210287898,Lambeth,9,530434,175064,1,Driver/Rider,Male,15-19,17,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210287900,Ealing,27,513800,180315,1,Driver/Rider,Male,30-34,34,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210287901,Lambeth,9,531789,170987,1,Driver/Rider,Male,40-44,44,1,Slight,Not Applicable,Not Applicable,Car
1210287902,Islington,3,529934,186764,1,Driver/Rider,Female,30-34,33,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210287905,Lewisham,7,538223,171832,1,Driver/Rider,Male,25-29,29,1,Slight,Not Applicable,Not Applicable,Car
1210287906,Bromley,19,538499,169396,1,Driver/Rider,Male,45-49,46,1,Slight,Not Applicable,Not Applicable,Car
1210287908,Southwark,8,532541,176527,1,Driver/Rider,Male,45-49,45,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210287914,Hackney,4,536459,185316,1,Driver/Rider,Male,25-29,28,1,Slight,Not Applicable,Not Applicable,Other Vehicle
1210287916,Harrow,29,513711,187116,1,Driver/Rider,Male,55-59,55,1,Slight,Not Applicable,Not Applicable,Car
1210287918,Camden,2,527315,185516,1,Driver/Rider,Male,20-24,21,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210287919,Ealing,27,516777,180439,1,Driver/Rider,Female,35-39,37,1,Slight,Not Applicable,Not Applicable,Car
1210287921,Ealing,27,515649,183228,1,Driver/Rider,Male,15-19,16,1,Slight,Not Applicable,Not Applicable,Car
1210287923,Hounslow,25,510409,178239,1,Passenger,Female,20-24,21,1,Slight,Not Applicable,Not Applicable,Car
1210287923,Hounslow,25,510409,178239,2,Passenger,Female,20-24,22,1,Slight,Not Applicable,Not Applicable,Car
1210287924,Brent,28,521244,185513,1,Driver/Rider,Male,45-49,47,1,Slight,Not Applicable,Not Applicable,Car
1210287924,Brent,28,521244,185513,2,Driver/Rider,Male,25-29,26,1,Serious,Not Applicable,Not Applicable,Car
1210287927,Wandsworth,10,526300,173171,1,Driver/Rider,Male,40-44,43,1,Serious,Not Applicable,Not Applicable,Powered 2 Wheeler
1210287929,Hammersmith & Fulham,11,525854,175715,1,Driver/Rider,Male,55-59,55,1,Slight,Not Applicable,Not Applicable,Car
1210287933,Barnet,30,526282,188469,1,Driver/Rider,Male,40-44,43,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210287937,Hounslow,25,519612,178432,1,Driver/Rider,Male,30-34,30,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210287940,Bexley,18,549962,174163,1,Driver/Rider,Male,45-49,46,1,Serious,Not Applicable,Not Applicable,Powered 2 Wheeler
1210287945,Kensington & Chelsea,12,524575,181169,1,Driver/Rider,Male,Unknown,,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210287946,Enfield,32,534103,192376,1,Driver/Rider,Female,25-29,28,1,Slight,Not Applicable,Not Applicable,Car
1210287946,Enfield,32,534103,192376,2,Passenger,Unknown,Unknown,,1,Slight,Not Applicable,Not Applicable,Car
1210287947,Lambeth,9,530639,178905,1,Driver/Rider,Male,45-49,46,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210287954,Brent,28,524737,184516,1,Driver/Rider,Female,15-19,19,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210287960,Tower Hamlets,5,535805,181171,1,Driver/Rider,Female,30-34,34,1,Serious,Not Applicable,Not Applicable,Powered 2 Wheeler
1210287965,Redbridge,14,543172,188554,1,Pedestrian,Female,55-59,58,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian
1210287966,Lambeth,9,531226,173700,1,Driver/Rider,Male,25-29,28,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210287973,Brent,28,522626,183129,1,Driver/Rider,Male,35-39,38,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210287986,Hammersmith & Fulham,11,522988,178761,1,Driver/Rider,Male,25-29,27,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210287989,Haringey,31,530206,189251,1,Driver/Rider,Female,50-54,52,1,Slight,Not Applicable,Not Applicable,Car
1210287991,Redbridge,14,540165,191861,1,Driver/Rider,Male,35-39,35,1,Slight,Not Applicable,Not Applicable,Car
1210287991,Redbridge,14,540165,191861,2,Driver/Rider,Male,40-44,40,1,Slight,Not Applicable,Not Applicable,Private Hire
1210287993,Newham,17,541940,183961,1,Driver/Rider,Male,20-24,23,1,Slight,Not Applicable,Not Applicable,Car
1210287994,Hounslow,25,515167,176384,1,Pedestrian,Male,05-Sep,6,1,Serious,Crossing Road On Ped Xing,From Drivers O/Side,Pedestrian
1210287995,Barnet,30,524608,189370,1,Driver/Rider,Female,50-54,50,1,Slight,Not Applicable,Not Applicable,Car
1210287997,Brent,28,522286,183804,1,Driver/Rider,Male,35-39,35,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210288006,Tower Hamlets,5,538273,180709,1,Driver/Rider,Male,50-54,50,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210288008,Enfield,32,535085,192195,1,Driver/Rider,Male,30-34,34,1,Slight,Not Applicable,Not Applicable,Car
1210288011,Camden,2,526834,185547,1,Driver/Rider,Male,15-19,17,1,Serious,Not Applicable,Not Applicable,Pedal Cycle
1210288013,Merton,22,525580,168621,1,Driver/Rider,Male,25-29,25,1,Slight,Not Applicable,Not Applicable,Car
1210288014,Enfield,32,533784,200090,1,Driver/Rider,Male,40-44,40,1,Serious,Not Applicable,Not Applicable,Car
1210288015,Wandsworth,10,527183,171620,1,Pedestrian,Female,65-69,67,1,Slight,Crossing Road On Ped Xing,Unknown Or Other,Pedestrian
1210288016,Lambeth,9,532640,173068,1,Driver/Rider,Female,35-39,35,1,Slight,Not Applicable,Not Applicable,Car
1210288016,Lambeth,9,532640,173068,2,Passenger,Unknown,Unknown,,1,Slight,Not Applicable,Not Applicable,Car
1210288019,Bexley,18,547392,178601,1,Driver/Rider,Male,40-44,43,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210288019,Bexley,18,547392,178601,2,Passenger,Female,25-29,29,1,Slight,Not Applicable,Not Applicable,Car
1210288025,Wandsworth,10,528517,176746,1,Driver/Rider,Male,20-24,22,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210288027,Barnet,30,520939,193018,1,Driver/Rider,Female,30-34,33,1,Slight,Not Applicable,Not Applicable,Car
1210288030,Westminster,1,529985,178289,1,Driver/Rider,Female,30-34,34,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210288033,Kensington & Chelsea,12,526493,178984,1,Driver/Rider,Male,25-29,29,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210288034,Croydon,20,533347,165039,1,Pedestrian,Female,55-59,59,1,Serious,Crossing Road Within 50m Xing,From Drivers O/Side,Pedestrian
1210288035,Lambeth,9,531623,178585,1,Pedestrian,Female,40-44,42,1,Slight,Crossing Road Within 50m Xing,From Drivers N/Side,Pedestrian
1210288037,Lewisham,7,536947,176525,1,Pedestrian,Female,60-64,62,1,Slight,Crossing Road Within 50m Xing,From Drivers O/Side,Pedestrian
1210288038,Lambeth,9,530272,170587,1,Driver/Rider,Male,30-34,32,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210288039,Hounslow,25,519209,179330,1,Pedestrian,Female,40-44,44,1,Serious,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian
1210288040,Croydon,20,531334,166460,1,Pedestrian,Female,15-19,18,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian
1210288042,Lewisham,7,536638,175374,1,Pedestrian,Male,Oct-14,14,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian
1210288044,Bexley,18,551598,176537,1,Driver/Rider,Male,25-29,26,1,Slight,Not Applicable,Not Applicable,Goods Vehicle
1210288045,Croydon,20,533706,166623,1,Driver/Rider,Male,60-64,60,1,Slight,Not Applicable,Not Applicable,Car
1210288045,Croydon,20,533706,166623,2,Driver/Rider,Male,15-19,18,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210288047,Westminster,1,527325,181427,1,Pedestrian,Female,50-54,53,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian
1210288048,Hounslow,25,510817,172126,1,Driver/Rider,Female,45-49,49,1,Slight,Not Applicable,Not Applicable,Car
1210288050,Redbridge,14,541266,190402,1,Driver/Rider,Female,55-59,55,1,Slight,Not Applicable,Not Applicable,Car
1210288053,Greenwich,6,541094,174303,1,Driver/Rider,Male,15-19,19,1,Serious,Not Applicable,Not Applicable,Pedal Cycle
1210288054,Hounslow,25,519902,178468,1,Driver/Rider,Male,35-39,39,1,Serious,Not Applicable,Not Applicable,Powered 2 Wheeler
1210288057,Enfield,32,529700,196337,1,Driver/Rider,Male,25-29,25,1,Serious,Not Applicable,Not Applicable,Car
1210288058,Richmond-Upon-Thames,24,514186,173643,1,Driver/Rider,Male,25-29,29,1,Slight,Not Applicable,Not Applicable,Car
1210288061,Southwark,8,531919,178792,1,Driver/Rider,Male,30-34,31,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210288077,Haringey,31,533810,191385,1,Driver/Rider,Male,55-59,55,1,Slight,Not Applicable,Not Applicable,Car
1210288078,Lewisham,7,537920,175966,1,Driver/Rider,Male,55-59,55,1,Serious,Not Applicable,Not Applicable,Pedal Cycle
1210288080,Southwark,8,531968,178894,1,Passenger,Male,05-Sep,7,1,Slight,Not Applicable,Not Applicable,Bus Or Coach
1210288080,Southwark,8,531968,178894,2,Passenger,Male,05-Sep,9,1,Slight,Not Applicable,Not Applicable,Bus Or Coach
1210288080,Southwark,8,531968,178894,3,Passenger,Female,55-59,58,1,Slight,Not Applicable,Not Applicable,Bus Or Coach
1210288082,Westminster,1,527656,182306,1,Driver/Rider,Male,25-29,29,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210288084,Islington,3,531737,184593,1,Pedestrian,Female,30-34,33,1,Serious,In Road - Not Crossing,In Rd Facing Traffic,Pedestrian
1210288090,Harrow,29,512419,185781,1,Driver/Rider,Male,15-19,17,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210288091,Waltham Forest,13,538545,191765,1,Pedestrian,Female,30-34,30,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian
1210288092,Wandsworth,10,524089,175476,1,Pedestrian,Male,55-59,59,1,Serious,Crossing Road Within 50m Xing,From Drivers N/Side,Pedestrian
1210288093,Ealing,27,519315,179519,1,Pedestrian,Male,30-34,33,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian
1210288095,Hillingdon,26,505859,180777,1,Passenger,Female,40-44,44,1,Slight,Not Applicable,Not Applicable,Car
1210288097,Harrow,29,515102,190788,1,Driver/Rider,Female,25-29,29,1,Slight,Not Applicable,Not Applicable,Other Vehicle
1210288098,Enfield,32,533661,197920,1,Driver/Rider,Male,15-19,18,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210288105,Tower Hamlets,5,533819,183085,1,Driver/Rider,Male,15-19,19,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210288106,Brent,28,519353,188761,1,Driver/Rider,Male,20-24,24,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210288108,Westminster,1,527572,182601,1,Driver/Rider,Female,30-34,33,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210288114,Havering,15,553505,192063,1,Driver/Rider,Male,20-24,22,1,Slight,Not Applicable,Not Applicable,Car
1210288119,Lewisham,7,536676,175119,1,Driver/Rider,Unknown,25-29,26,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210288125,Croydon,20,531148,161433,1,Pedestrian,Male,85-89,88,1,Serious,On Footpath - Verge,Unknown Or Other,Pedestrian
1210288127,Enfield,32,534730,192311,1,Driver/Rider,Male,30-34,30,1,Slight,Not Applicable,Not Applicable,Other Vehicle
1210288131,Tower Hamlets,5,535009,181283,1,Driver/Rider,Male,40-44,44,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210288132,Kingston-Upon-Thames,23,520579,168358,1,Driver/Rider,Male,25-29,27,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210288133,Croydon,20,530752,168093,1,Driver/Rider,Male,30-34,31,1,Slight,Not Applicable,Not Applicable,Car
1210288134,Greenwich,6,540882,175220,1,Pedestrian,Male,05-Sep,6,1,Slight,Crossing Road On Ped Xing,From Drivers O/Side,Pedestrian
1210288135,Hounslow,25,510444,178307,1,Driver/Rider,Male,40-44,40,1,Slight,Not Applicable,Not Applicable,Car
1210288137,Richmond-Upon-Thames,24,517331,169556,1,Driver/Rider,Male,50-54,54,1,Slight,Not Applicable,Not Applicable,Car
1210288137,Richmond-Upon-Thames,24,517331,169556,2,Pedestrian,Female,20-24,22,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian
1210288140,Merton,22,527192,169525,1,Pedestrian,Female,40-44,40,1,Slight,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian
1210288142,Newham,17,540039,182020,1,Passenger,Female,50-54,53,1,Slight,Not Applicable,Not Applicable,Bus Or Coach
1210288143,Hounslow,25,513693,176530,1,Driver/Rider,Male,35-39,36,1,Slight,Not Applicable,Not Applicable,Car
1210288144,Southwark,8,533430,176725,1,Driver/Rider,Male,30-34,30,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210288146,Merton,22,521987,169774,1,Driver/Rider,Female,40-44,44,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210288147,Havering,15,554173,189898,1,Passenger,Male,Oct-14,14,1,Slight,Not Applicable,Not Applicable,Car
1210288147,Havering,15,554173,189898,2,Driver/Rider,Male,45-49,45,1,Slight,Not Applicable,Not Applicable,Goods Vehicle
1210288149,Hammersmith & Fulham,11,525546,177038,1,Driver/Rider,Male,25-29,25,1,Serious,Not Applicable,Not Applicable,Powered 2 Wheeler
1210288150,Lambeth,9,530175,170853,1,Pedestrian,Female,60-64,61,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian
1210288151,Greenwich,6,540491,176969,1,Driver/Rider,Male,45-49,45,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210288152,Tower Hamlets,5,535164,182768,1,Driver/Rider,Male,20-24,23,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210288154,Wandsworth,10,528676,173532,1,Driver/Rider,Male,25-29,27,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210288157,Hackney,4,533087,185798,1,Driver/Rider,Male,35-39,36,1,Slight,Not Applicable,Not Applicable,Car
1210288159,Sutton,21,528161,166883,1,Pedestrian,Male,15-19,19,1,Serious,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian
1210288166,Hackney,4,533847,186357,1,Driver/Rider,Female,30-34,34,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210288169,Havering,15,551461,182771,1,Driver/Rider,Male,Unknown,,1,Slight,Not Applicable,Not Applicable,Car
1210288169,Havering,15,551461,182771,2,Passenger,Female,40-44,44,1,Slight,Not Applicable,Not Applicable,Car
1210288169,Havering,15,551461,182771,3,Passenger,Male,20-24,20,1,Slight,Not Applicable,Not Applicable,Car
1210288169,Havering,15,551461,182771,4,Passenger,Male,15-19,15,1,Slight,Not Applicable,Not Applicable,Car
1210288170,Waltham Forest,13,538302,189957,1,Driver/Rider,Male,25-29,27,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210288173,Westminster,1,527040,181708,1,Driver/Rider,Male,35-39,36,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210288174,Westminster,1,528564,182126,1,Driver/Rider,Male,25-29,29,1,Slight,Not Applicable,Not Applicable,Car
1210288175,Hillingdon,26,508604,181603,1,Driver/Rider,Male,45-49,48,1,Slight,Not Applicable,Not Applicable,Car
1210288178,Lewisham,7,539293,170711,1,Pedestrian,Male,55-59,55,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian
1210288184,Enfield,32,536483,197887,1,Driver/Rider,Male,45-49,48,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210288186,Hackney,4,532716,187923,1,Pedestrian,Male,15-19,15,1,Slight,Crossing Road On Ped Xing,From Drivers O/Side,Pedestrian
1210288190,Ealing,27,515173,180027,1,Driver/Rider,Female,25-29,27,1,Slight,Not Applicable,Not Applicable,Car
1210288191,Hammersmith & Fulham,11,522814,180083,1,Driver/Rider,Female,30-34,30,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210288193,Hounslow,25,508329,173219,1,Pedestrian,Male,50-54,52,1,Slight,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian
1210288197,Kingston-Upon-Thames,23,519478,169194,1,Driver/Rider,Male,40-44,41,1,Serious,Not Applicable,Not Applicable,Pedal Cycle
1210288200,Barnet,30,523797,188120,1,Passenger,Male,Unknown,,1,Slight,Not Applicable,Not Applicable,Car
1210288201,Southwark,8,532578,178982,1,Driver/Rider,Male,15-19,18,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210288208,Ealing,27,521077,180064,1,Driver/Rider,Male,55-59,56,1,Slight,Not Applicable,Not Applicable,Car
1210288208,Ealing,27,521077,180064,2,Passenger,Male,0-4,2,1,Slight,Not Applicable,Not Applicable,Car
